name,address,postal_code,country,region,latitude,longitude,check_in,check_out,price,currency,rating,num_reviews,availability,stars,type,persons,room_type,nota_personal,nota_facilităţi,nota_curăţenie,nota_confort,nota_raport_calitate/preţ,nota_locaţie,nota_wifi_gratuit,vedere_la_oras,menaj_zilnic,canale_prin_satelit,zona_de_luat_masa_in_aer_liber,cada,facilitati_de_calcat,izolare_fonica,terasa_la_soare,pardoseala_de_gresie/marmura,papuci_de_casa,uscator_de_rufe,animale_de_companie,incalzire,birou,mobilier_exterior,alarma_de_fum,vedere_la_gradina,cuptor,cuptor_cu_microunde,zona_de_relaxare,canapea,intrare_privata,fier_de_calcat,masina_de_cafea,plita_de_gatit,extinctoare,cana_fierbator,gradina,ustensile_de_bucatarie,masina_de_spalat,balcon,pardoseala_de_lemn_sau_parchet,aparat_pentru_prepararea_de_ceai/cafea,zona_de_luat_masa,canale_prin_cablu,aer_conditionat,masa,suport_de_haine,cada_sau_dus,frigider,mic_dejun
Hotel Cetate Imparatul Romanilor,"Str.Unirii, Nr.3, 510009 Alba Iulia, România",510009.0,România,Alba,46.0705976,23.5656953,De la 14:00,Până la 11:30,215.0, lei,7.3,2715,True,3.0,hotel,2.0,Cameră dublă buget,8.1,6.7,7.2,7.0,7.4,8.9,7.9,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
Hotel Medieval,"Str. MIlitari, nr. 2, 510009 Alba Iulia, România",510009.0,România,Alba,46.0665613,23.5733664,De la 14:00,Până la 12:00,496.0, lei,8.8,706,True,5.0,hotel,2.0,Cameră dublă la mansardă,9.1,8.5,9.0,8.9,8.4,9.8,8.3,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False
Carolina Heritage,"11 Strada Unirii, 510009 Alba Iulia, România",510009.0,România,Alba,46.0688802,23.5706263,De la 14:00 la 22:00,De la 08:00 la 12:00,390.0, lei,9.4,385,True,3.0,hotel,2.0,Cameră dublă,9.5,9.2,9.6,9.6,9.3,9.9,9.8,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False
Holiday,"strada Arnsberg, nr. 7, bloc F4, etaj 2, ap. 16., 510014 Alba Iulia, România",510014.0,România,Alba,46.0704305,23.5619076,De la 14:00 la 00:00,De la 08:00 la 12:00,350.0, lei,9.8,25,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.9,9.9,9.9,9.8,9.9,9.9,10.0,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False
Cetate boulevard Apartment,"4 Strada Arnsberg, 510021 Alba Iulia, România",510021.0,România,Alba,46.0706874,23.5619463,De la 15:00,Până la 12:00,214.0, lei,9.6,20,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.7,9.3,9.4,9.9,9.4,9.7,0.0,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False
The Corner50,"50 Strada Octavian Goga, 510150 Alba Iulia, România",510150.0,România,Alba,46.0625632,23.5740442,De la 14:00 la 00:00,De la 07:00 la 11:00,169.0, lei,9.7,763,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.8,9.7,9.8,9.7,9.8,9.8,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False
Vila Preciosa,"str. Lucian Blaga Nr.10, 510149 Alba Iulia, România",510149.0,România,Alba,46.066848,23.578883,De la 14:00 la 23:00,De la 07:00 la 12:00,265.0, lei,9.5,1676,True,4.0,guest_house,2.0,Cameră dublă,9.4,9.5,9.7,9.6,9.6,9.7,9.1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,True
Popas Carolina Alba Iulia,"Strada Mircea Cel Bătrân, 510055 Alba Iulia, România",510055.0,România,Alba,46.0724137,23.5622882,De la 15:00 la 20:00,De la 08:00 la 11:00,230.0, lei,9.7,4,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,9.4,10.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False
Bulevard Apartments 11,"Bulevardul Transilvaniei, no. 6, block 25, B entrance, flat 11, 510025 Alba Iulia, România",510025.0,România,Alba,46.0701968,23.5604274,,,349.0, lei,9.6,7,True,4.0,apartment,2.0,Apartament cu 2 dormitoare,9.6,9.3,9.6,9.6,8.9,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
Apulum Apartment,"8 Strada Ștefan cel Mare, 510054 Alba Iulia, România",510054.0,România,Alba,46.0729212,23.5616774,De la 16:00 la 00:00,De la 08:00 la 12:00,380.0, lei,10.0,82,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.9,10.0,9.9,10.0,9.8,9.8,8.3,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False
Elma Guesthouse,"32 Strada Marcus Aurelius, 510137 Alba Iulia, România",510137.0,România,Alba,46.0756781,23.5724262,Disponibil 24 de ore,De la 08:00 la 11:30,400.0, lei,9.1,563,True,4.0,bed_and_breakfast,2.0,Cameră king cu vedere la grădină,9.5,8.9,9.2,9.1,8.9,9.0,9.2,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,False
Cetate Apartments,"Strada Arnsberg, no. 5, Block F3, flat 6, ground floor, 510025 Alba Iulia, România",510025.0,România,Alba,46.0703458,23.5599737,,,300.0, lei,9.3,12,True,3.0,apartment,4.0,Apartament cu 1 dormitor,10.0,9.0,9.2,9.2,9.0,9.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bulevard Apartament,"17 Bulevardul Transilvaniei, 510002 Alba Iulia, România",510002.0,România,Alba,46.0692732,23.5605072,De la 15:00 la 21:00,De la 08:00 la 11:00,200.0, lei,9.8,18,True,3.0,apartment,4.0,Apartament cu 1 dormitor,9.7,9.6,9.7,9.4,9.6,9.6,0.0,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False
Skepsis apartament,"Strada Gladiolelor, 510040 Alba Iulia, România",510040.0,România,Alba,46.0677809,23.5547908,De la 14:00 la 22:00,De la 10:00 la 12:00,238.0, lei,9.5,102,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.9,9.6,9.7,9.7,9.7,9.6,10.0,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False
Apartament Cetate,"Str. Hasdeu Petriceicu Bogdan 2, BL B8, Ap.1,  510072 Alba Iulia, România",510072.0,România,Alba,46.0772931,23.5623503,De la 15:00 la 22:00,De la 08:00 la 11:00,223.0, lei,9.5,32,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.7,9.5,9.7,9.5,9.5,9.3,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
B&M,"B-dul Republicii  , nr 13 , bl 34 , ap2 Alba Iulia, 510001 Alba Iulia, România",510001.0,România,Alba,46.0804008,23.5706067,De la 13:00 la 18:00,De la 08:00 la 11:00,203.0, lei,10.0,1,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False
Luxurious 1 Bedroom Apartment,"2 Strada Alcala de Henares, 510065 Alba Iulia, România",510065.0,România,Alba,46.0822715,23.5666185,De la 14:00 la 20:00,Până la 12:00,330.0, lei,10.0,1,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
Pension Terra,"B-dul Republicii 5B, 510350 Alba Iulia, România",510350.0,România,Alba,46.0807773,23.5677123,De la 14:00 la 22:00,De la 08:00 la 11:00,250.0, lei,8.0,140,True,3.0,guest_house,2.0,Cameră dublă,8.3,7.7,8.2,8.2,8.2,8.3,8.6,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False
Romantic place,"7 Strada Gladiolelor, 510010 Alba Iulia, România",510010.0,România,Alba,46.068707,23.5551937,De la 15:00 la 00:00,De la 10:00 la 11:00,540.0, lei,8.3,3,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.2,7.5,7.5,7.5,6.7,8.3,0.0,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Crema Residence,"Bulevardul Revolutiei 1989 nr.2 E, 510217 Alba Iulia, România",510217.0,România,Alba,46.0659935,23.5560701,De la 15:00 la 22:00,De la 08:30 la 11:00,180.0, lei,9.5,849,True,3.0,aparthotel,2.0,Cameră dublă - Mansardă,9.6,9.4,9.6,9.5,9.5,9.3,9.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
Step Inn,"Strada Iasilor, Numarul 88, 510141 Alba Iulia, România",510141.0,România,Alba,46.058169,23.577036,De la 13:00 la 21:00,De la 06:00 la 12:00,225.0, lei,9.4,329,True,3.0,guest_house,2.0,Cameră Dublă Deluxe,9.5,9.3,9.6,9.4,9.4,9.2,9.5,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
Pensiunea Crown Royal,"40 Republicii Bld, 510199 Alba Iulia, România",510199.0,România,Alba,46.0817378,23.5774187,De la 14:00 la 20:00,De la 09:00 la 11:00,225.0, lei,9.1,39,True,3.0,bed_and_breakfast,2.0,Cameră dublă standard,9.7,9.0,9.1,9.1,9.1,8.6,8.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartament Yna,"Strada George Sand, nr.10 B, ap 2, parter, 510440 Alba Iulia, România",510440.0,România,Alba,46.0558193,23.5673602,De la 14:00 la 00:00,De la 08:00 la 11:00,400.0, lei,9.8,17,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.7,9.7,9.9,9.9,9.7,9.5,9.2,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False
CONFORT HOUSE PLUS,"23 Strada Oituz, 510088 Alba Iulia, România",510088.0,România,Alba,46.0730843,23.5894497,De la 16:00 la 20:00,De la 11:00 la 12:00,243.0, lei,9.6,115,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.8,9.5,10.0,9.8,9.8,9.4,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False
Rosco Apartment Transalpina,"Strada Alcala de Henares Apartament 8, 510065 Alba Iulia, România",510065.0,România,Alba,46.0824228,23.5666407,De la 14:00 la 21:00,De la 10:00 la 11:00,342.0, lei,9.9,16,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,9.8,10.0,9.8,9.8,10.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False
Melia Apartment Transalpina,"Strada Alcala de Henares BL1, Sc. B, Apartament 6, Alba Iulia, România",,România,Alba,46.0824824,23.5667909,De la 14:00 la 21:00,De la 10:00 la 11:00,324.0, lei,9.5,16,True,4.0,apartment,2.0,Apartament cu 1 dormitor,9.6,9.8,9.7,10.0,9.7,8.6,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False
SILVER Atol apartments,"Strada Alcala de Henares, 510065 Alba Iulia, România",510065.0,România,Alba,46.08262,23.5664905,De la 14:00 la 00:00,De la 08:00 la 10:00,235.0, lei,10.0,1,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False
Amethyst Skit Alba,"Strada Tinereții, Alba Iulia, România",,România,Alba,46.0712337,23.5493553,De la 15:00 la 23:00,De la 02:00 la 12:00,252.0, lei,8.8,18,True,3.0,apartment,2.0,Apartament cu 1 dormitor,8.7,8.5,8.8,8.2,8.8,7.6,7.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Agapi,"9 Strada Emil Racoviţă, 510175 Alba Iulia, România",510175.0,România,Alba,46.0807394,23.5816159,De la 12:00 la 23:00,De la 08:00 la 11:00,350.0, lei,9.8,20,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.4,9.5,9.7,9.9,9.7,9.0,0.0,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False
GREEN Atol apartments,"Strada Alcala de Henares, 510065 Alba Iulia, România",510065.0,România,Alba,46.0826312,23.566233,De la 14:00 la 00:00,De la 08:00 la 10:00,285.0, lei,10.0,1,True,3.0,apartment,3.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,True,True,False,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
Apartament regim hotelier Alba Iulia,"125 Calea Moților Bl. 3, Sc. F, Ap. 7, 510001 Alba Iulia, România",510001.0,România,Alba,46.0837621,23.5577121,De la 14:00 la 20:00,De la 08:00 la 12:00,344.0, lei,9.2,4,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.4,8.8,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,True,False
La Malul Arieșului,"Strada principala nr94 garda de sus, 517310 Gârda de Sus, România",517310.0,România,Alba,46.4562664,22.8108228,De la 11:00 la 23:00,De la 11:00 la 13:00,527.0, lei,8.0,2,True,3.0,holiday_home,2.0,Casă cu şase dormitoare,6.3,7.5,7.5,8.8,10.0,7.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pensiunea Amalia,"Mununa, nr.409, 517310 Gârda de Sus, România",517310.0,România,Alba,46.4688146,22.8329433,De la 14:00 la 19:00,De la 08:00 la 11:00,117.0, lei,8.9,81,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.2,8.6,9.2,8.6,9.4,9.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cabana Yvan,"Garda de Sus, Nr 130A,Jud Alba, 517310 Gârda de Sus, România",517310.0,România,Alba,46.4646916,22.8233638,De la 08:00,De la 11:00 la 11:30,490.0, lei,9.0,3,True,3.0,holiday_home,4.0,Casă cu 3 dormitoare,10.0,8.3,10.0,8.3,8.3,10.0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False
Cabana Elena,"Strada Principala Ghețar, 226, 517317 Gârda de Sus, România",517317.0,România,Alba,46.4953963,22.8192552,De la 16:00 la 00:00,De la 10:00 la 11:00,650.0, lei,9.6,30,True,3.0,lodge,12.0,Casă de vacanță,9.8,9.8,9.6,9.6,9.2,9.6,5.0,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False
Cabana Gabriela,"Sat Dealu Frumos, Nr. 357, 517316 Gârda de Sus, România",517316.0,România,Alba,46.5071071,22.8231639,De la 12:00,Până la 10:00,150.0, lei,9.6,160,True,3.0,lodge,2.0,Cameră dublă cu baie privată,9.8,9.4,9.8,9.5,9.7,9.3,7.5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cabana Sânziana,"strada girda de sus 306, 517310 Gârda de Sus, România",517310.0,România,Alba,46.5153111,22.8188411,De la 12:00 la 22:00,De la 10:00 la 12:00,130.0, lei,8.7,52,True,3.0,camping,2.0,Cameră dublă standard cu baie comună,8.9,8.8,9.0,8.9,9.4,9.2,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cabana Georgiana Maria,"DC265 Nr375, 517318 Gheţari, România",517318.0,România,Alba,46.4957038,22.8284706,De la 14:00 la 22:00,De la 12:00 la 14:00,126.0, lei,9.1,70,True,3.0,lodge,2.0,Cameră dublă standard cu baie comună,9.3,8.9,9.3,9.1,9.6,9.1,6.7,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False
Cabana Popasul Vânătorului,"Jud.Alba Com.Arieseni Nr.183, 517040 Arieşeni, România",517040.0,România,Alba,46.5295402,22.7104661,De la 13:00 la 23:00,De la 08:00 la 11:00,400.0, lei,9.2,52,True,3.0,guest_house,4.0,Cameră de familie cu vedere la munte,9.8,8.6,9.4,9.0,9.1,9.6,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cabana Valea Arieșului,"Vartop, Arieşeni, România",,România,Alba,46.5065011,22.6980662,De la 16:00 la 20:00,De la 08:00 la 11:00,200.0, lei,10.0,1,True,3.0,holiday_home,2.0,Casă de vacanță,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Pensiunea Aries,"Str. Principala, nr 76E, 517040 Arieşeni, România",517040.0,România,Alba,46.5054431,22.7016377,De la 15:00 la 22:00,Până la 11:00,300.0, lei,9.5,26,True,3.0,guest_house,2.0,Cameră dublă cu baie.,9.8,9.3,9.8,9.8,9.5,9.6,7.5,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,False
Casa Danut,"Sat Lunca Vesești nr.673B comuna Vidra, 517825 Vidra, România",517825.0,România,Alba,46.3714715,22.9540523,De la 12:00 la 00:00,De la 10:00 la 12:00,140.0, lei,9.5,36,True,3.0,holiday_home,2.0,Cameră dublă cu baie privată,9.7,9.1,9.6,9.1,9.7,9.6,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False
Hotel Yax,"Strada Libertății , Nr.19, 515500 Câmpeni, România",515500.0,România,Alba,46.3618472,23.0491509,De la 12:00 la 13:00,De la 12:00 la 14:00,200.0, lei,8.5,47,True,3.0,hotel,2.0,Cameră dublă cu baie privată,9.0,8.4,8.9,8.7,8.5,8.7,0.0,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
La Strada,"Bulevardul Lucian Blaga 78, 515800 Sebeş, România",515800.0,România,Alba,45.9565688,23.5731321,De la 13:00 la 00:00,De la 10:30 la 11:00,200.0, lei,9.7,198,True,3.0,apartment,2.0,Apartament,9.8,9.8,9.9,9.7,9.8,9.7,9.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
San Casa Apartment,"Str. Transilvania, nr. 2, bl. 2F, etaj 1, ap. 10, 515800 Sebeş, România",515800.0,România,Alba,45.9568845,23.5505867,De la 16:00 la 22:00,De la 10:00 la 11:00,189.0, lei,9.7,54,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.8,9.5,9.9,9.7,9.7,9.2,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False
Hotel Leul de Aur,"Lucian Blaga nr. 8, 515800 Sebeş, România",515800.0,România,Alba,45.9573966,23.5664678,De la 14:00 la 23:00,Până la 12:00,339.0, lei,9.1,948,True,4.0,hotel,2.0,Cameră dublă de 3*,9.3,9.0,9.3,9.2,9.0,9.3,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
Hotel FAN Sebes,"Drumul Sibiului, Nr. 45, 515800 Sebeş, România",515800.0,România,Alba,45.9471737,23.5869223,De la 13:00 la 00:00,De la 07:00 la 12:00,225.0, lei,7.6,102,True,3.0,hotel,2.0,Cameră Deluxe dublă sau twin,8.1,7.5,8.2,7.7,8.0,8.1,8.4,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True
VILA GE,"jud.Alba, 515800 Sebeş, România",515800.0,România,Alba,45.9416187,23.5632264,De la 15:00 la 23:00,De la 07:00 la 10:00,189.0, lei,9.3,381,True,3.0,guest_house,2.0,Cameră dublă cu balcon,9.5,9.2,9.6,9.5,9.6,9.4,8.6,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False
Vila Miorita,"Sebesel Comuna Sasoi nr 340, 515800 Sebeş, România",515800.0,România,Alba,45.901123,23.5581608,Disponibil 24 de ore,De la 07:00 la 10:00,240.0, lei,9.4,333,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.4,9.2,9.6,9.4,9.4,9.1,9.0,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False
Pensiunea Attitude,"2 Strada Lalelelor, 510217 Alba Iulia, România",510217.0,România,Alba,46.0647006,23.5647439,De la 14:00 la 21:00,De la 08:00 la 11:00,175.0, lei,9.7,95,True,3.0,guest_house,2.0,Cameră dublă mică,9.9,9.8,9.8,9.8,9.5,9.6,9.7,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False
Pensiunea Marylou,"Lalelelor Nr.18, 510217 Alba Iulia, România",510217.0,România,Alba,46.0647431,23.5571283,De la 14:00 la 22:00,De la 07:00 la 12:00,260.0, lei,9.6,571,True,4.0,guest_house,2.0,Cameră twin,9.8,9.6,9.9,9.7,9.5,9.4,9.3,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
ApartHotel Cetate Alba Iulia,"Bulevardul 1 Decembrie 1918 Ap 6, etaj 2, 510088 Alba Iulia, România",510088.0,România,Alba,46.068115,23.5643187,De la 12:00 la 00:00,De la 10:00 la 11:00,204.0, lei,9.0,18,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.7,8.8,9.0,9.0,9.1,9.3,10.0,True,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False
Home Alex,"Bulevardul 1 Decembrie 1918, 510007 Alba Iulia, România",510007.0,România,Alba,46.068115,23.5643187,De la 14:00 la 00:00,De la 07:00 la 00:00,225.0, lei,7.9,28,True,3.0,apartment,4.0,Apartament,8.4,8.1,7.8,8.1,8.5,9.5,0.0,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
Bulevard Alba Iulia,"Str.Arnsberg,Nr.17,Bl.3A1,Ap.9, 510008 Alba Iulia, România",510008.0,România,Alba,46.0706109,23.5598754,De la 15:00 la 00:00,De la 01:00 la 11:00,265.0, lei,9.9,62,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.9,9.9,10.0,10.0,10.0,9.8,10.0,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,False
Apartament Clara,"35 Bulevardul Transilvaniei, 350001 Alba Iulia, România",350001.0,România,Alba,46.0705758,23.5583006,De la 15:00 la 18:00,De la 08:00 la 11:00,350.0, lei,10.0,2,True,4.0,apartment,4.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False
ULO Residence,"B-dul Transilvaniei,  Nr.14. Ap.7, Etaj 1, 510005 Alba Iulia, România",510005.0,România,Alba,46.0705493,23.5590046,De la 15:00 la 18:00,De la 08:00 la 11:00,220.0, lei,9.8,25,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.8,9.8,9.9,10.0,9.9,9.7,0.0,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False
