name,address,postal_code,country,region,latitude,longitude,check_in,check_out,price,currency,rating,num_reviews,availability,stars,type,persons,room_type,nota_personal,nota_facilităţi,nota_curăţenie,nota_confort,nota_raport_calitate/preţ,nota_locaţie,nota_wifi_gratuit,vedere_la_oras,menaj_zilnic,canale_prin_satelit,zona_de_luat_masa_in_aer_liber,cada,facilitati_de_calcat,izolare_fonica,terasa_la_soare,pardoseala_de_gresie/marmura,papuci_de_casa,uscator_de_rufe,animale_de_companie,incalzire,birou,mobilier_exterior,alarma_de_fum,vedere_la_gradina,cuptor,cuptor_cu_microunde,zona_de_relaxare,canapea,intrare_privata,fier_de_calcat,masina_de_cafea,plita_de_gatit,extinctoare,cana_fierbator,gradina,ustensile_de_bucatarie,masina_de_spalat,balcon,pardoseala_de_lemn_sau_parchet,aparat_pentru_prepararea_de_ceai/cafea,zona_de_luat_masa,canale_prin_cablu,aer_conditionat,masa,suport_de_haine,cada_sau_dus,frigider,mic_dejun
Vila Gloria with a fireplace,"Strada Unirii, 507075 Ghimbav, România",507075.0,România,Braşov,45.6660201,25.5021845,De la 15:00 la 22:00,De la 08:00 la 11:00,770.0, lei,10.0,5,True,3.0,villa,2.0,Vilă cu 3 dormitoare,10.0,10.0,10.0,10.0,10.0,9.5,0.0,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,False
Critz Cross,"Strada Principala nr. 73, 507036 Criţ, România",507036.0,România,Braşov,46.1171482,25.0109194,De la 15:00 la 17:00,De la 08:00 la 11:00,490.0, lei,9.9,37,True,3.0,guest_house,2.0,Cameră dublă,9.9,9.8,9.9,9.9,9.7,9.9,0.0,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False
Un sejur de neuitat.,"17 Strada Nisipului, 507055 Cristian, România",507055.0,România,Braşov,45.6234273,25.4786559,De la 15:00 la 21:00,Până la 12:00,400.0, lei,9.9,35,True,3.0,apartment,4.0,Apartament cu 1 dormitor,9.9,9.9,9.9,9.9,9.7,9.8,10.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False
Casa Oaspeti Transfagarasan,"Transfagarasan, 389, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7251242,24.570574,De la 14:00 la 22:30,De la 06:00 la 11:00,420.0, lei,9.3,93,True,3.0,homestay,2.0,Apartament cu vedere la munte,9.5,9.2,9.6,9.5,9.2,9.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True
Casa Mosului,"Str. Ghetii, Nr. 395, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7245625,24.5707633,De la 14:00 la 22:00,Până la 11:00,327.0, lei,9.2,323,True,4.0,guest_house,2.0,Cameră dublă cu balcon,9.2,9.1,9.6,9.5,8.9,9.1,9.4,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
Pensiunea Riffelt,"Str. Branului (Livadie) nr. 136, 507025 Bran, România",507025.0,România,Braşov,45.5296738,25.3755105,De la 14:00 la 20:00,Până la 11:00,250.0, lei,9.3,307,True,4.0,guest_house,2.0,Cameră dublă sau twin,9.5,9.1,9.6,9.4,9.3,9.0,8.9,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True
The Sun Chalet by Touch the Sky,"Principala, 507135 Moieciu de Jos, România",507135.0,România,Braşov,45.50118,25.3241549,De la 14:00 la 00:00,De la 10:00 la 12:00,376.0, lei,9.9,57,True,3.0,chalet,2.0,Chalet cu 1 dormitor,10.0,9.9,10.0,10.0,9.9,9.9,10.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,False
Bran Belvedere International,"Strada Predelut nr 101, 507526 Bran, România",507526.0,România,Braşov,45.5301248,25.3559357,De la 16:00 la 22:30,De la 08:00 la 11:00,470.0, lei,7.5,245,True,4.0,guest_house,2.0,Cameră dublă standard,8.0,7.5,7.9,7.9,7.1,8.0,7.8,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
Casa Huber,"2 Strada Pârâului, 557070 Cîrţa, România",557070.0,România,Judeţul Sibiu,45.7918279,24.5632459,De la 13:00 la 18:00,De la 08:00 la 11:00,250.0, lei,9.8,35,True,3.0,guest_house,2.0,Cameră Dublă Deluxe,9.9,9.9,9.9,9.9,9.8,9.5,10.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False
Studio minunat de vacanta Cristian,"99 Strada Lungă, 507055 Cristian, România",507055.0,România,Braşov,45.624421,25.4810039,De la 12:00 la 20:00,De la 10:00 la 14:00,220.0, lei,9.1,9,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.6,8.8,8.8,8.1,8.4,9.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False
Vila Dionysos Brasov,"10 Strada Făgărașului, 507075 Brașov, România",507075.0,România,Braşov,45.6674607,25.508082,De la 15:00 la 21:00,De la 08:00 la 10:00,200.0, lei,8.8,26,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.5,8.5,9.2,8.6,8.8,8.7,0.0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,False
Pensiunea Nisa,"Strada Livadie nr 16 Nr 16, 507025 Bran, România",507025.0,România,Braşov,45.527924,25.374034,De la 16:00 la 22:00,De la 09:00 la 11:00,180.0, lei,9.3,94,True,3.0,guest_house,2.0,Cameră dublă,9.7,9.1,9.4,9.0,9.4,9.0,10.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False
Karpatenblink,"36 Strada Salciei 17, 505400 Râşnov, România",505400.0,România,Braşov,45.6020021,25.4628154,Disponibil 24 de ore,Disponibil 24 de ore,405.0, lei,10.0,5,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,9.5,10.0,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False
CASA ANDREI,"Cartisoara  strada Principala  nr. 542, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7257763,24.5749355,De la 14:00 la 00:00,De la 10:00 la 11:00,150.0, lei,9.4,118,True,3.0,holiday_home,2.0,Casă cu 1 dormitor,9.6,9.2,9.7,9.6,9.5,9.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Premont Studios Ghimbav,"22 Strada Nouă, 507075 Ghimbav, România",507075.0,România,Braşov,45.6659307,25.5047896,De la 14:00 la 21:00,De la 08:00 la 12:00,290.0, lei,9.2,120,True,3.0,aparthotel,4.0,Cameră cvadruplă,9.5,9.1,9.4,9.2,9.5,9.1,8.1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False
Casa Blendea Daniela,"Com.Cartisoara nr.404, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7242234,24.572313,De la 14:00 la 23:00,De la 08:00 la 11:00,200.0, lei,8.2,232,True,3.0,guest_house,2.0,Cameră dublă,8.6,7.9,8.7,8.2,8.5,8.5,9.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
Andreea Residence,"Strada Unirii casa, 507075 Ghimbav, România",507075.0,România,Braşov,45.66755,25.5034346,De la 15:00 la 18:00,De la 08:00 la 11:00,193.0, lei,8.2,6,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,7.9,8.8,7.9,8.3,8.3,7.9,0.0,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True
Garden Retreat Junior,"Predelut nr 74, 507025 Bran, România",507025.0,România,Braşov,45.5239499,25.364314,De la 15:00 la 22:00,Până la 11:00,870.0, lei,9.9,109,True,4.0,resort,2.0,Suită Junior Loft,9.9,9.8,9.9,9.9,9.4,9.6,10.0,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False
Cozy Apartment Cristian,"58 Strada Ghimbavului Bloc 1, ap. 1, 507055 Cristian, România",507055.0,România,Braşov,45.6426745,25.4916959,De la 13:00 la 21:00,De la 08:00 la 12:00,350.0, lei,10.0,24,True,3.0,apartment,2.0,Apartament - parter,9.8,10.0,10.0,10.0,10.0,9.9,0.0,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
Casa Codrin,"Strada Predelut, Nr. 72, 507025 Bran, România",507025.0,România,Braşov,45.524098,25.3652678,De la 14:00 la 22:00,De la 08:00 la 11:00,300.0, lei,9.4,78,True,3.0,guest_house,2.0,Cameră dublă,9.4,9.0,9.3,9.6,9.1,9.6,9.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False
Vila Rem,"Strada Mestecanis 8A, 507027 Bran, România",507027.0,România,Braşov,45.5397841,25.3921265,De la 12:00 la 00:00,De la 10:00 la 11:30,252.0, lei,9.8,21,True,4.0,villa,2.0,Cameră King cu balcon,10.0,9.8,9.9,9.8,9.8,10.0,10.0,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False
N & G Apartments,"Strada Cartierul Toamnei , Bl.9 , Apt.16 , Etj.3, Rasnov , Brasov Romania, 505400 Râşnov, România",505400.0,România,Braşov,45.6026055,25.4640289,De la 14:00 la 18:00,De la 09:00 la 11:00,675.0, lei,9.8,44,True,3.0,apartment,6.0,Apartament cu 3 dormitoare,9.9,9.7,9.8,9.9,9.9,9.5,10.0,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False
Ada Homes B51,"28 Strada Pelicanului Apartament 31, bloc B51, etaj 4, 507075 Brașov, România",507075.0,România,Braşov,45.6629503,25.5064694,De la 15:00 la 22:00,De la 08:00 la 11:00,190.0, lei,9.0,2,True,3.0,apartment,2.0,Apartament cu 1 dormitor,8.8,8.8,8.8,8.8,8.8,8.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
Deea H24,"41 Calea Brașovului, 505400 Râşnov, România",505400.0,România,Braşov,45.6040049,25.4664319,De la 14:00 la 18:00,De la 08:00 la 11:00,225.0, lei,10.0,5,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,9.5,10.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False
Apartament Ariana Rasnov,"strada brasovului nr 40A bloc 2ap 1 rasnov, 505400 Râşnov, România",505400.0,România,Braşov,45.6040016,25.4664629,De la 13:00 la 23:30,De la 08:00 la 10:00,248.0, lei,10.0,2,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,False
Apartament Hera,"Calea Brașovului, 505400 Râşnov, România",505400.0,România,Braşov,45.6016649,25.4649893,De la 14:00 la 23:30,De la 07:30 la 12:00,607.0, lei,9.7,22,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.9,9.9,9.9,9.8,9.9,9.7,10.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False
Restaurant Pensiune Miruna,"537B DN73, 507135 Moieciu de Jos, România",507135.0,România,Braşov,45.5077022,25.3421273,De la 14:00 la 16:00,De la 09:00 la 10:00,350.0, lei,8.7,63,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,8.9,8.5,9.1,8.9,8.7,8.3,8.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Cabana Bâlea Cascadă,"BALEA FN6, bl. LAC, CARTISOARA, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.6362,24.6067049,De la 14:00 la 20:00,De la 08:00 la 11:00,311.0, lei,7.8,48,True,3.0,bed_and_breakfast,2.0,Cameră dublă cu vedere la munte,8.0,7.2,7.8,8.1,7.6,9.1,7.5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Holiday House Rasnov,"Rasnov Strada Brasovului Nr 20 Vila 5, 505400 Râşnov, România",505400.0,România,Braşov,45.6029618,25.4669159,De la 14:00 la 22:00,De la 08:00 la 11:00,504.0, lei,9.8,126,True,4.0,holiday_home,2.0,Casă cu 3 dormitoare,9.8,9.8,9.9,10.0,9.7,9.5,9.3,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False
Casa Fericirii,"Str. Principala, nr. 717, Transfăgărășan, Jud. Sibiu, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7042895,24.5712293,De la 15:00 la 00:00,De la 07:00 la 12:00,230.0, lei,9.6,588,True,3.0,lodge,2.0,Cameră dublă cu vedere la munte,9.7,9.4,9.7,9.6,9.6,9.6,9.0,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False
Experience Transylvania Criț 217,"Str. Principală nr. 217, 507036 Criţ, România",507036.0,România,Braşov,46.1226982,25.0198353,De la 14:00 la 20:00,De la 08:00 la 12:00,331.0, lei,8.0,6,True,3.0,holiday_home,2.0,Casă cu 2 dormitoare,10.0,8.0,7.5,9.0,9.0,9.5,0.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
Tiny Houses Transfagarasan,"Transfagarasan, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.7024241,24.5713565,De la 13:00 la 00:00,De la 00:00 la 11:00,230.0, lei,9.7,75,True,3.0,camping,2.0,Cameră King cu vedere la munte,10.0,9.8,9.9,9.9,9.9,9.7,10.0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,False
LA HOTAR BRAN-MOIECIU,"1 Strada Principală, 507135 Moieciu de Jos, România",507135.0,România,Braşov,45.5101882,25.3511821,De la 15:00 la 18:00,De la 08:00 la 11:00,240.0, lei,10.0,2,True,3.0,guest_house,2.0,Cameră dublă,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False
Bran Studio,"8 Strada Sextil Pușcariu, 507025 Bran, România",507025.0,România,Braşov,45.518311,25.3655709,De la 15:00 la 23:00,De la 08:00 la 11:00,315.0, lei,10.0,4,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,False
Casa de Vacanta FAMILY & FRIENDS,"Crit 171, 507036 Criţ, România",507036.0,România,Braşov,46.122894,25.017293,De la 14:30 la 23:00,De la 07:00 la 11:30,280.0, lei,9.3,109,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.7,9.1,9.4,9.5,9.3,9.1,9.5,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True
Cozy House Neustadt,"5 Strada Tudor Vladimirescu, 507055 Cristian, România",507055.0,România,Braşov,45.6235799,25.4863085,De la 14:00 la 20:00,De la 12:00 la 12:30,335.0, lei,9.9,44,True,3.0,villa,2.0,Vilă cu 2 dormitoare,9.9,9.9,10.0,10.0,10.0,9.8,10.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False
Studio CALAS No.1,"Calea Brașovului 21 Bl. 2 Ap. 2B Et.1, 505400 Râşnov, România",505400.0,România,Braşov,45.6012532,25.4654771,De la 15:00 la 00:00,Până la 10:30,385.0, lei,9.7,7,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.6,9.6,9.6,9.6,9.6,9.6,0.0,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False
Apartament CALAS No.1,"21 Calea Brașovului, 505400 Râşnov, România",505400.0,România,Braşov,45.6012571,25.465471,De la 15:00 la 00:00,Până la 10:30,394.0, lei,9.6,8,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,9.7,10.0,9.7,9.7,8.8,0.0,True,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False
Casa Bubu,"145 Strada Zbârcioara, 507135 Moieciu de Jos, România",507135.0,România,Braşov,45.4967678,25.3223072,Disponibil 24 de ore,Disponibil 24 de ore,855.0, lei,10.0,1,True,3.0,villa,10.0,Vilă,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Royal Boutique,"Str. Trandafirilor 19, 505400 Râşnov, România",505400.0,România,Braşov,45.6020818,25.4663763,De la 15:00 la 21:30,De la 08:00 la 11:00,450.0, lei,9.7,101,True,3.0,guest_house,2.0,Cameră dublă cu balcon,9.8,9.5,9.9,9.8,9.3,9.3,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Complex Turistic Max International,"Branduselor, nr.32, 505400 Râşnov, România",505400.0,România,Braşov,45.6019798,25.4662067,De la 16:00,Până la 12:00,285.0, lei,8.2,316,True,3.0,hotel,2.0,Cameră King standard,8.8,7.9,8.4,8.3,7.9,8.2,8.2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True
Apartament regim hotelier Rasnov,"Ion Heliade Rădulescu număr 5 5, 505400 Râşnov, România",505400.0,România,Braşov,45.5849209,25.4503231,De la 13:00 la 18:00,De la 10:00 la 12:00,299.0, lei,9.9,9,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,9.7,9.4,10.0,10.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Vila Zeus,"37a Strada George Coșbuc, 507055 Cristian, România",507055.0,România,Braşov,45.6204518,25.482077,De la 15:00,Până la 11:00,525.0, lei,9.9,9,True,3.0,villa,2.0,Vilă cu 3 dormitoare,9.7,9.7,9.4,10.0,9.7,9.4,10.0,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
La căbănute,"Transfăgărășan, 557016 Sibiu, România",557016.0,România,Judeţul Sibiu,45.7044149,24.5720389,De la 14:00 la 00:00,De la 08:00 la 12:00,270.0, lei,9.5,130,True,3.0,holiday_home,2.0,Casă cu 1 dormitor,9.6,9.4,9.7,9.6,9.6,9.7,10.0,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False
Escala Rooms,"Strada Avram Iancu, 507075 Ghimbav, România",507075.0,România,Braşov,45.6646483,25.5125307,De la 15:00 la 23:00,De la 10:30 la 11:00,307.0, lei,8.6,209,True,3.0,guest_house,2.0,Cameră Deluxe dublă sau twin,9.0,8.4,9.0,8.8,8.5,7.9,8.6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False
Apartament Crina,"Strada Iasomiei, 505400 Râşnov, România",505400.0,România,Braşov,45.6051952,25.4716905,De la 17:00 la 23:00,De la 08:00 la 12:00,250.0, lei,9.9,29,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.8,9.7,10.0,9.8,9.8,9.3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Casa Preto E Branco,"Str. Principala, Nr. 255, 507025 Moieciu de Jos, România",507025.0,România,Braşov,45.4977726,25.328722,De la 16:00,Până la 12:00,273.0, lei,9.6,70,True,3.0,guest_house,2.0,Cameră dublă standard,9.7,9.5,9.6,9.4,9.4,9.4,8.3,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
Apartament Comfort Primaverii,"Panselutelor Nr 13,Villa 1,Ap 2, 505400 Râşnov, România",505400.0,România,Braşov,45.6010023,25.4697613,De la 14:00 la 22:00,De la 08:00 la 11:00,350.0, lei,9.9,145,True,3.0,apartment,5.0,Apartament cu 2 dormitoare,9.9,9.9,9.9,9.9,9.8,9.8,10.0,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False
Pensiunea Dany & Ady,"Strada Mișu Pop, Nr.9, 505400 Râşnov, România",505400.0,România,Braşov,45.5869345,25.4549504,De la 13:00 la 17:00,De la 09:00 la 12:00,350.0, lei,9.3,178,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.4,9.2,9.4,9.2,9.2,9.2,8.2,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False
Pensiunea Brian,"288 Strada Principală, 507135 Moieciu de Jos, România",507135.0,România,Braşov,45.4958317,25.3262214,De la 17:00 la 20:00,De la 09:00 la 12:00,275.0, lei,8.6,72,True,3.0,guest_house,2.0,Cameră dublă,9.2,8.5,8.9,8.5,8.4,8.7,10.0,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True
Apartamente Bucegi,"DJ212 Bucegi nr 18, 505400 Râşnov, România",505400.0,România,Braşov,45.5884556,25.4596996,De la 15:30 la 21:30,De la 12:00 la 12:30,491.0, lei,9.6,243,True,3.0,holiday_home,4.0,Apartament - parter,9.5,9.6,9.6,9.6,9.4,9.5,8.9,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False
Pension Casa Medievala,"Str. Reitesti Nr.1., 507025 Bran, România",507025.0,România,Braşov,45.518401,25.3707136,De la 14:00 la 18:00,De la 09:00 la 12:00,520.0, lei,9.9,51,True,3.0,guest_house,4.0,Apartament cu 2 dormitoare,9.8,9.7,10.0,10.0,9.8,10.0,9.2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False,True,False
Guest House Piatra Craiului,"Strada General Traian Mosoiu, Nr. 127, 507025 Bran, România",507025.0,România,Braşov,45.5113925,25.3566248,De la 15:00 la 23:30,De la 05:00 la 11:00,400.0, lei,9.2,231,True,3.0,guest_house,2.0,Cameră dublă cu vedere la munte,9.5,9.1,9.4,9.3,8.9,9.1,8.8,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True
RAREȘ residence,"32 Str. Ilarion Pușcariu, 507027 Sohodol, România",507027.0,România,Braşov,45.5330239,25.3942517,De la 15:00 la 23:00,De la 08:00 la 10:00,459.0, lei,9.0,7,True,3.0,holiday_home,2.0,Casă cu 2 dormitoare,10.0,8.2,9.6,8.9,8.6,8.6,0.0,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False
Casa Dracula by Pro Lex,"Strada Aluniș nr. 6, 507025 Bran, România",507025.0,România,Braşov,45.519333,25.372438,De la 15:30 la 23:00,De la 05:00 la 11:00,325.0, lei,9.2,504,True,3.0,guest_house,3.0,Cameră triplă cu baie privată,9.4,8.9,9.3,9.2,9.0,9.5,8.1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True
Casa Iulia & Matei,"str.Balea nr.679, 557075 Cârţişoara, România",557075.0,România,Judeţul Sibiu,45.6782568,24.5771071,De la 16:00 la 23:30,De la 08:00 la 11:00,782.0, lei,9.9,16,True,3.0,holiday_home,8.0,Casă cu 4 dormitoare,9.8,9.7,9.8,9.8,9.8,9.8,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False
